Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,17,1,13,1,4,115.55441367830971,1,22,19,5,4,126.26956241625938,1,0,0,1,0,0,19,0,0,6,7,2,13.589244010206956,0,0,6,7,6,11.536267048465035,0,10.458458882947538,1.2637731419980196,-2.383955456120305,Enrolled
1,1,1,15,1,4,120.66450961478795,1,7,26,5,3,118.23948773152907,0,0,1,1,1,0,28,0,0,5,7,0,0.0,0,0,5,6,0,0.0,0,14.024665105968214,1.9314401315572374,1.2068707842045407,Dropout
1,18,2,11,1,1,127.32023999669221,1,14,12,4,4,136.43304488898258,1,0,1,0,0,0,21,0,0,6,8,1,8.523062356764772,0,0,6,6,0,0.0,0,12.90012458319355,3.54136687881644,0.0390529053226194,Dropout
1,1,1,3,1,3,122.64949593909266,1,5,12,7,9,112.32075142425006,1,0,0,0,1,1,34,0,0,7,8,6,7.967399126496842,0,0,7,8,2,10.782364135008685,0,15.114884141238724,1.174520428654028,3.3952774249178574,Dropout
1,17,1,7,1,4,102.53297606062173,1,10,26,2,1,125.73964686190887,1,0,0,1,1,0,26,0,0,5,6,1,9.835740697529548,0,0,5,7,0,0.0,0,11.908271706690531,1.0729319630424397,-1.2881738426570193,Dropout
1,7,1,14,1,3,113.49259865257831,1,23,2,2,8,147.25503017370062,0,0,0,1,0,1,21,0,0,6,7,6,12.64972014463853,0,0,6,7,5,13.988809337655013,0,10.448117161269183,1.2740681729902334,1.784385146292804,Graduate
1,7,2,14,1,1,122.12262675637028,1,12,34,7,7,129.97845371791303,1,0,0,1,1,0,18,0,0,6,8,6,13.76810229990446,0,0,6,7,6,15.142957046940365,0,16.167935483107556,2.2658694218792528,-1.2244141220701228,Graduate
1,15,1,13,1,3,127.22872117767302,1,10,12,8,2,98.92959414999635,1,0,0,0,0,0,27,0,0,6,6,0,0.0,0,0,6,7,1,11.526879019983612,0,10.658446567543258,3.4769594093865597,-1.0235689438446856,Dropout
1,7,1,12,1,4,129.6375534368302,1,28,18,1,4,128.95554995627086,1,0,0,1,1,1,20,0,0,6,6,6,13.150567820939255,0,0,6,7,6,13.055143725512364,0,11.285982702112403,2.336421090448824,-3.1675586169617693,Graduate
4,7,1,9,0,3,106.51049655282029,1,5,33,1,4,119.52968519908066,0,0,0,0,0,0,28,0,0,6,6,1,9.677436570548444,0,0,6,6,0,0.0,0,14.55849413807956,1.279143925138627,-2.202541106303565,Dropout
1,2,1,1,0,1,118.86782702375231,1,9,28,7,7,105.15387121924451,1,0,0,1,0,0,18,0,0,5,6,4,9.260745068416233,0,0,5,6,1,7.3495558317541345,0,8.362271611480596,1.9094474090280387,-2.766367850707473,Dropout
1,2,1,11,1,4,100.0,1,32,7,2,5,143.91321026587966,1,0,0,1,0,0,21,0,0,7,8,5,13.046083832300678,0,0,7,8,6,12.262875383590691,0,10.923814912103225,1.7492804217143865,-2.8059957921705467,Graduate
1,17,1,12,1,3,116.55181095863394,1,22,29,9,3,121.9152146917956,0,0,0,1,0,0,18,0,0,8,9,6,14.1066269241546,0,0,8,8,3,14.150171146069054,0,8.337106803569242,0.6490223035597993,-3.932376042611079,Graduate
1,7,1,1,1,2,104.81002204590487,1,8,20,3,6,110.72399830964102,1,0,0,1,0,0,21,0,0,7,9,4,12.45032683269607,0,0,7,8,6,14.134286577766252,0,8.798030453385717,2.134053915292988,1.9533557710457172,Graduate
1,2,1,17,1,1,122.25325179540505,1,33,34,6,4,107.1094382309198,1,0,0,0,0,0,25,0,0,7,9,1,9.569736564727865,0,0,7,8,0,0.0,0,7.639911099282859,0.9032204372277561,-0.49051586545239356,Dropout
1,18,1,5,1,2,123.12706592727032,1,14,17,5,2,137.086858669816,0,0,0,1,0,0,18,0,0,8,9,6,12.696061850584869,0,0,8,10,6,14.462105704769911,0,7.6820809162084265,3.1951809346684,2.031256759705685,Graduate
1,17,5,3,1,2,123.28183061063324,1,30,19,1,8,116.45747735081376,1,0,0,1,1,0,19,0,0,6,7,6,11.820829767277875,0,0,6,8,5,12.612542190121902,0,10.870475849724526,2.2566813097468694,0.5941280689910364,Graduate
2,18,1,2,1,3,128.94323276719157,1,12,12,6,2,147.3728820385104,1,0,0,1,0,0,27,0,0,6,8,2,11.209685814597957,0,0,6,8,1,10.259417670099568,0,14.558808722550875,3.202740744375603,2.235032468603821,Dropout
2,7,1,3,1,3,118.92693332666691,1,18,33,9,6,137.05185539479234,0,0,0,1,0,0,18,0,0,5,5,5,16.14094284425524,0,0,5,5,5,14.887893936132702,0,12.64823750108856,3.559342999609732,-0.2217624757191916,Graduate
1,2,1,8,1,5,119.98393165380799,1,33,16,9,8,137.8779265194286,1,0,0,1,1,0,27,0,0,7,8,2,13.007514909959077,0,0,7,7,2,8.040842393029994,0,13.060260779583732,3.5182025304008846,-3.2946923414587412,Dropout
1,15,1,16,1,4,119.18988634550708,1,9,26,8,3,102.32081296067892,0,0,1,0,1,0,19,0,0,5,7,0,0.0,0,0,5,7,1,9.1555010535754,0,12.065543443230023,0.8213738697841719,0.6257273242545542,Dropout
4,18,1,6,1,4,123.46322811899655,1,29,25,6,4,100.30473224747693,0,0,0,0,1,0,20,0,0,7,7,5,13.229030132362256,0,0,7,7,2,11.965198178698643,0,14.650221039866803,3.5234146289600226,1.0832364669705505,Enrolled
1,17,1,13,1,4,132.0995497900234,1,23,19,5,1,118.57642052644674,1,0,0,1,0,0,22,0,0,5,5,4,10.812185726600338,0,0,5,7,5,13.280264446360437,0,15.171257036601098,3.0463910649264325,0.6987812622579126,Enrolled
1,2,1,16,1,3,148.08740208201613,1,17,13,9,6,133.49457848932246,0,0,0,1,0,1,18,0,0,5,7,5,12.556646907134539,0,0,5,6,5,13.846028547415917,0,14.907770262050228,2.9885059368345317,2.010022364199348,Graduate
1,1,3,16,1,4,118.98586126358543,1,11,6,7,7,123.62108388438115,0,0,1,1,0,0,18,0,0,6,7,3,8.73927294103531,0,0,6,7,3,13.612521252606093,0,14.584336109906134,0.7884113288581613,1.486244330046599,Dropout
1,15,1,3,1,2,121.37541829472194,1,14,16,6,1,135.22194356457027,1,0,1,0,0,0,24,0,0,5,6,1,11.14118310704541,0,0,5,7,1,10.903320951499296,0,9.17133243264424,1.0744470473075172,-0.7552566310084816,Dropout
1,2,3,13,1,3,113.12763411694584,1,27,6,5,7,134.99757062522738,0,0,0,1,1,1,20,0,0,7,8,5,12.562647505408112,0,0,7,7,5,14.441153806547952,0,12.707335538140901,3.6205228157272593,2.1432774159143255,Graduate
1,7,1,14,1,2,133.96564294447637,1,28,12,4,4,156.90292145781146,0,0,0,1,0,1,21,0,0,5,7,4,13.628248323034393,0,0,5,5,4,13.019757677327725,0,12.606603486445984,1.1827845028969421,1.1883990660701587,Graduate
2,2,1,8,1,5,116.6493172807231,1,5,4,5,4,104.06770340371878,0,0,0,1,1,0,22,0,0,5,6,3,10.72309156044661,0,0,5,6,1,7.755442257781748,0,12.140318432229712,1.040970656535682,-3.0972494611374177,Dropout
1,15,1,12,1,4,133.35783004348443,1,15,19,4,3,128.67211883876206,1,0,0,1,0,0,18,0,0,7,9,6,14.190191310832567,0,0,7,7,5,10.326324841888265,0,11.734989987952186,1.6595251798702972,0.04904686587364804,Graduate
1,18,1,8,1,5,125.9889334357171,1,8,21,7,2,106.52207639112169,0,0,0,0,1,0,26,0,0,5,6,3,8.355810449512397,0,0,5,6,0,0.0,0,8.366866103802897,3.422739832111649,1.4641685467245376,Dropout
1,7,1,9,1,1,102.11452107305124,1,33,26,9,1,107.49454851918047,0,0,0,1,0,0,20,0,0,7,9,4,12.456266705008908,0,0,7,7,4,10.673140959209393,0,8.478603811593509,2.023819083380978,0.1496615128871035,Enrolled
1,18,1,1,1,2,130.64988592031858,1,8,10,3,6,95.0404920652548,0,0,1,1,1,0,20,0,0,7,9,1,11.96912361938042,0,0,7,7,1,7.531535517715369,0,15.35962150578936,3.445867901085077,3.1177148821369824,Dropout
1,5,1,6,1,5,117.1021832944796,1,4,20,8,2,122.11879593092097,0,0,0,1,1,0,22,0,0,6,8,5,12.573052919100778,0,0,6,8,4,15.067327591530233,0,13.019603376442308,1.5698840973287542,-3.238815488434229,Graduate
1,7,1,11,1,2,136.64449309374785,1,28,26,1,5,130.2414615545559,0,0,0,1,1,0,35,0,0,7,9,3,12.026644730210023,0,0,7,7,0,0.0,0,9.855928044682855,1.2248916647263979,1.4174126965912075,Dropout
1,18,1,11,1,3,127.55545765310681,1,24,25,5,5,164.20277078397555,0,0,0,1,0,1,20,0,0,8,9,5,11.065029382520152,0,0,8,9,5,13.795051794005817,0,10.001983347235724,2.084649628323314,2.183381085721254,Graduate
1,15,1,13,1,2,134.93932479818127,1,25,14,3,9,129.86075293243624,0,0,0,1,0,0,26,0,0,5,5,5,16.26895678906856,0,0,5,6,5,14.409752979862686,0,12.847675552178218,2.4695260488380435,1.2698989617887912,Graduate
4,17,1,11,1,2,117.01227497495645,1,28,13,9,9,116.16332447041178,0,0,0,1,1,0,27,0,0,5,5,1,9.744204163055445,0,0,5,5,0,0.0,0,11.099640781866693,1.7527967955633796,-1.108112462016953,Dropout
1,7,1,15,1,1,102.15608133271782,1,1,31,9,3,119.16662694509715,0,0,0,0,0,0,21,0,0,5,5,3,12.767940617215212,0,0,5,6,3,12.472448011634512,0,11.395387870471813,1.6072976307025015,-1.108897650975055,Enrolled
1,18,1,1,1,3,128.73753509488634,1,8,34,4,4,112.13313609292061,0,0,0,0,0,1,21,0,0,5,6,5,14.306311981823185,0,0,5,5,5,14.088883588023347,0,8.121589918587404,1.1977897112743894,0.3992562880625945,Graduate
1,17,1,7,1,4,107.58479266476276,1,31,17,9,4,125.85135188564713,0,0,0,1,0,0,18,0,0,7,8,3,11.074597792089717,0,0,7,9,4,12.514254877849023,0,8.793157009143805,1.3800216519096686,-1.0217647273410506,Enrolled
1,1,2,13,1,5,138.65976669263483,1,30,4,1,1,125.0075972751481,0,0,0,1,0,0,22,0,0,5,6,3,10.090146679436971,0,0,5,7,3,10.622648188761781,0,10.982813668447498,2.6539774820873627,2.6238724802437323,Enrolled
1,7,1,12,1,3,104.23782857796412,1,14,33,6,8,142.40744273406264,1,0,0,1,0,0,20,0,0,8,9,4,14.59426752422045,0,0,8,8,5,12.248216478138442,0,13.617303211439008,1.6835953235637693,-3.175520362791622,Graduate
4,17,1,15,0,1,134.3931671934264,1,4,15,2,3,119.99316347733054,0,0,0,0,0,0,22,0,0,6,7,6,14.206784419332706,0,0,6,7,3,14.421153503249169,0,8.013018333359252,0.7552225335072912,0.7936801097956439,Enrolled
1,17,1,8,1,2,124.11456397138343,1,8,3,9,6,113.60717425892297,1,0,1,0,0,1,25,0,0,6,7,4,8.286241656130567,0,0,6,8,2,12.082072577325029,0,10.477197018347315,0.9420972478481109,-2.994137794197717,Dropout
1,17,1,10,0,3,114.8360251533923,1,16,3,7,3,120.10181394497414,0,0,1,0,0,0,20,0,0,6,7,0,0.0,0,0,6,7,3,10.768371690575634,0,13.577618786636837,1.6916134028515544,0.05119851874281256,Dropout
1,2,1,7,1,3,134.29205185587884,1,7,19,9,1,137.2202096689376,0,0,0,0,0,0,28,0,0,5,7,1,14.720659826415936,0,0,5,6,3,9.985292021190942,0,14.411636797872504,3.4584077755131584,1.3668590180802127,Dropout
1,5,1,16,1,1,148.46120679036557,1,11,19,8,6,145.8523235229036,1,0,0,1,0,1,21,0,0,7,9,5,14.825655682354718,0,0,7,9,4,13.009770127520706,0,9.235898055219694,1.7128968372671372,-2.758668125798133,Graduate
1,17,1,6,1,5,143.76590583202898,1,16,3,8,1,113.24121361104119,1,0,0,1,0,0,19,0,0,8,8,6,12.713005484619513,0,0,8,9,6,11.194789848258864,0,13.890789334283731,0.6940546478453609,1.2802491611724003,Graduate
1,15,1,9,1,2,121.49441152613717,1,28,16,6,3,106.87056786842032,1,0,0,0,1,0,29,0,0,6,7,1,10.545062046781927,0,0,6,8,0,0.0,0,15.816540569079653,1.8375816252160508,-2.950149765916818,Dropout
1,1,1,13,1,2,121.33760440420662,1,29,8,7,7,120.01607217829898,0,0,0,1,1,0,20,0,0,6,8,4,15.147312097274051,0,0,6,7,2,9.947814266382894,0,15.398584490829455,2.6402163006725305,0.654153092218543,Enrolled
1,2,1,8,1,1,125.09070127089647,1,17,11,4,4,136.0793147111226,0,0,0,1,1,1,20,0,0,7,9,6,14.75047745991133,0,0,7,9,5,13.45792795711912,0,14.388634265446576,2.3995076318343074,-0.20835228007835793,Graduate
1,7,1,16,1,2,113.55471689364319,1,23,15,2,1,121.45416280605974,1,0,0,1,1,0,28,0,0,7,8,0,0.0,0,0,7,7,0,0.0,0,13.726009499955508,1.3921694796352964,-1.7644378464305377,Dropout
1,15,2,13,1,1,138.64529656275698,1,19,24,5,1,109.23268515159836,0,0,0,1,0,0,18,0,0,5,7,3,15.086669289564773,0,0,5,6,5,12.710969988037654,0,9.622189448970024,2.701884553755821,-3.1633845185852314,Graduate
2,7,1,13,1,1,114.30953496120038,1,11,17,1,7,118.74403674211524,0,0,0,0,1,0,23,0,0,6,7,3,10.989468875187091,0,0,6,6,1,10.940759264147234,0,13.051567752613765,2.517997996369064,1.5189060470068734,Dropout
1,15,1,17,1,2,103.5004242564573,1,24,19,5,7,144.49299583937503,1,0,0,1,0,0,19,0,0,5,6,5,14.199041281709016,0,0,5,7,5,12.010686825595501,0,13.132156346768545,1.0509535002526995,-1.1364614996724556,Graduate
1,18,1,5,0,1,131.4920538317374,1,17,34,7,3,100.20282149728064,0,0,0,0,1,0,24,0,0,5,6,0,0.0,0,0,5,6,0,0.0,0,11.098663455997116,1.0188640114183842,-3.351019170451177,Dropout
1,15,1,17,1,2,128.82057054402992,1,8,9,2,9,144.57220951504857,1,0,0,1,0,0,19,0,0,5,7,4,12.10125975802166,0,0,5,5,3,11.726362697891746,0,11.839932970628062,2.2509858626174104,1.7959200370454962,Enrolled
1,17,1,9,1,2,115.3245742722103,1,16,15,4,8,132.02775711690026,0,0,0,1,1,0,22,0,0,8,9,7,14.694208490411285,0,0,8,10,3,11.55752106220567,0,13.568644998302478,2.6102033955715322,-2.2532898738713447,Graduate
1,15,4,2,1,1,125.7476303473962,1,27,30,2,4,96.77855051731284,0,0,0,1,0,0,24,0,0,6,7,2,9.97245225441187,0,0,6,6,0,0.0,0,15.78807320710963,3.5781138715528344,1.5233904027914038,Dropout
1,5,1,9,1,4,129.43036339299888,1,34,18,5,7,95.0,1,0,0,0,0,0,23,0,0,7,9,1,11.105739628460881,0,0,7,9,0,0.0,0,10.139633392592872,1.8501780183416952,0.23674014455552506,Dropout
1,7,1,6,1,5,109.7288750028606,1,32,23,8,1,117.5615690300143,1,0,0,1,1,0,18,0,0,7,7,5,14.959566539269034,0,0,7,7,7,13.535695897888568,0,9.718723106833979,2.947805566950123,-2.541032413157116,Graduate
1,7,1,11,1,1,149.41564819546852,1,21,8,1,5,136.49856962424863,1,0,0,1,0,0,18,0,0,7,8,6,13.960146473174222,0,0,7,8,5,13.129706581315192,0,12.775539273770296,0.8728663913324045,-3.42695704618906,Graduate
1,7,1,6,1,3,134.97736700765213,1,6,15,3,5,137.70085668800348,1,0,1,1,0,0,23,0,0,5,6,5,12.456006527877731,0,0,5,6,4,12.377870755423789,0,8.724872358395695,3.346748887410071,0.4493676155196935,Graduate
1,7,1,6,1,1,128.53805114805823,1,27,28,3,7,126.12327989324184,0,0,0,1,0,1,19,0,0,5,7,5,13.892946977755367,0,0,5,6,5,13.049970615527528,0,12.6097823421952,2.5259441324762877,-3.810911258204284,Graduate
2,1,1,13,1,4,125.8904411578483,1,4,11,7,6,108.91077110656535,1,0,0,1,0,0,28,0,0,7,9,3,12.326916726044757,0,0,7,9,0,0.0,0,8.364122771614305,2.5128970603239913,-3.509016363519154,Dropout
1,17,1,11,1,2,135.10376610712592,1,5,26,2,3,128.1487917628755,1,0,0,1,0,0,20,0,0,5,5,5,14.036831502190708,0,0,5,7,5,12.469181362118618,0,11.819021364598775,0.9558164282637935,1.266643114750254,Graduate
1,18,1,14,1,4,119.91873752492822,1,19,31,7,9,120.5128175635617,1,0,0,0,1,0,21,0,0,6,6,1,11.817119926654756,0,0,6,7,0,0.0,0,12.935563622536389,0.6266679344828734,0.04155381050977347,Dropout
2,1,1,2,1,3,124.05620599205385,1,29,15,3,3,125.71562924653486,1,0,0,1,0,0,19,0,0,5,5,3,13.336739388326514,0,0,5,6,3,10.862288329247022,0,8.20294289774644,2.744637241550783,-1.5527855075921728,Enrolled
1,1,1,8,1,2,122.26901736760493,1,6,29,2,4,141.7546979748082,1,0,0,1,0,0,18,0,0,5,5,5,12.754548764027259,0,0,5,7,5,12.106557311921817,0,9.379797106758211,0.8745806686866772,0.04420957001317749,Graduate
1,18,2,3,1,5,125.27494341775127,1,15,4,3,5,112.74252092169964,1,0,0,1,0,0,18,0,0,5,6,5,13.998550537648367,0,0,5,6,5,10.52650095056092,0,10.484218849963913,0.9063044783485847,0.43736995643689625,Graduate
1,7,1,3,1,4,145.90029510847575,1,24,8,2,6,123.14579133670381,0,0,1,0,1,0,23,0,0,6,7,0,0.0,0,0,6,6,0,0.0,0,10.769948778600966,1.100000468310352,0.23964399683349846,Dropout
1,2,1,1,1,1,101.93560329764479,1,23,32,5,7,127.88061646340897,1,0,0,0,1,0,36,0,0,5,7,1,9.660654800895472,0,0,5,5,4,7.577748585146378,0,13.414499931985763,0.8127887460467278,0.8191550863661785,Dropout
1,7,1,17,1,5,119.08090889417028,1,12,30,4,7,120.01158406116359,1,0,0,1,1,1,22,0,0,6,6,6,13.096900420707303,0,0,6,8,2,16.70290840782891,0,12.149583528811906,2.5012560653769818,3.0521607514277544,Graduate
2,15,1,13,1,5,118.83537942232269,1,16,16,7,7,115.12174137917572,0,0,0,1,1,0,24,0,0,8,9,5,14.204189308224427,0,0,8,9,6,13.724724154953117,0,10.886132844625811,1.8504153787154818,-1.0841685993698094,Graduate
1,2,1,3,1,5,113.00068622892995,1,1,2,1,6,124.71715076315367,0,0,0,1,1,1,19,0,0,8,10,4,15.411289867528312,0,0,8,8,4,15.613474252406796,0,11.47581578733819,1.3515074957105544,-1.7413643990681793,Graduate
1,2,1,1,1,5,113.20545179025032,1,31,20,8,1,127.91154924799898,1,0,0,0,1,0,20,0,0,7,8,3,13.273178988160577,0,0,7,9,3,11.850102111093646,0,7.711599367592057,1.9103980811890453,-3.7117381672737273,Enrolled
1,5,1,4,1,5,126.02016454912884,1,29,7,3,9,136.6071088724676,0,0,0,1,1,0,18,0,0,8,10,4,12.288875146830605,0,0,8,8,5,13.93167128714077,0,14.226517402045618,3.2012480066086395,-2.8969520735742487,Graduate
1,17,4,13,1,5,112.40763705638439,1,9,2,5,1,130.58931025487215,1,0,0,0,0,0,28,0,0,5,6,0,0.0,0,0,5,6,3,11.005378915831198,0,7.952640322775129,3.466654096139636,-3.2031263808914296,Dropout
1,15,1,17,1,5,123.73614516590216,1,33,33,3,4,148.1772673957756,0,0,0,1,1,0,20,0,0,6,6,5,14.500500172395613,0,0,6,7,5,14.245036391035054,0,14.732130439134068,2.059923662891013,-1.4841685984565332,Graduate
1,17,2,11,1,1,131.09266977698255,1,21,16,6,8,128.42663022472377,1,0,0,1,0,0,22,0,0,7,9,6,13.399210926015789,0,0,7,8,4,14.399253770998115,0,12.252570084166678,2.313609328360968,0.5749304661129155,Graduate
1,5,3,2,1,2,116.81299448715752,1,16,2,7,6,117.59816936259077,0,0,0,1,1,0,22,0,0,8,10,7,14.121562559052887,0,0,8,10,5,13.413091285183029,0,12.139245044530846,1.3230397770875932,-3.6524958164906245,Graduate
1,1,1,16,1,3,123.09353883390858,1,18,24,8,3,134.10574233376738,0,0,0,1,1,0,21,0,0,8,8,3,13.973366421788871,0,0,8,9,6,12.092578174329997,0,13.659376198849515,2.143521211638782,1.457487533410136,Graduate
1,2,1,2,1,1,112.71270174042486,1,4,31,1,2,105.17392223141589,1,0,0,1,1,0,19,0,0,7,7,6,14.888327183639749,0,0,7,9,5,12.212368460978047,0,14.9922119808198,2.893982742192743,-1.0192528751669556,Graduate
1,5,1,16,1,3,121.79554073243078,1,34,26,7,6,157.19880024229812,1,0,0,1,1,0,19,0,0,5,7,5,15.620764773906863,0,0,5,5,4,13.642397209454955,0,15.706756859725113,2.0748392436997425,3.22628386841341,Graduate
1,1,1,9,1,5,130.45280798003452,1,23,3,2,2,129.54285109084825,1,0,0,1,0,0,24,0,0,8,8,6,13.669827217886866,0,0,8,8,5,11.798298194641744,0,12.272981030298268,1.466633282525343,0.26288731393954023,Graduate
1,17,1,1,1,5,130.00291070520296,1,3,10,2,2,131.2979917765153,1,0,1,1,0,0,32,0,0,5,5,0,0.0,0,0,5,5,2,11.06902262824395,0,8.895660795104696,2.362509911119869,1.7852173429136666,Dropout
1,17,2,10,1,3,123.23351119329027,1,23,8,8,6,138.24987418372058,1,0,1,0,0,0,29,0,0,7,7,3,11.340750028659466,0,0,7,7,0,0.0,0,15.156225965087861,3.5292992988347027,2.4588592422277475,Dropout
2,5,1,1,0,1,108.86364423859524,1,9,32,1,8,109.39127901582228,1,0,0,0,1,0,33,0,0,6,6,6,10.156243514671777,0,0,6,7,2,10.918988329835612,0,7.949779357982988,3.341548332745958,2.666347259941455,Dropout
1,5,1,2,1,2,132.33495060150386,1,9,34,2,1,121.2049652240902,0,0,0,1,1,1,18,0,0,8,9,6,14.010454495585487,0,0,8,10,5,16.817861049898752,0,14.543099668190349,2.96157561336146,-0.11153687740144624,Graduate
1,1,1,16,1,4,125.51613608418252,1,14,30,9,4,108.71698373507431,0,0,0,1,1,0,18,0,0,5,6,3,11.421155599089946,0,0,5,5,1,9.361417565435655,0,13.451625987260574,1.3838708245286688,-1.0244308117668917,Dropout
1,2,1,12,1,2,140.01408423632697,1,10,7,2,7,132.04022065033334,1,1,0,1,1,0,20,0,0,8,8,5,13.599322867277396,0,0,8,10,5,13.426271237604707,0,15.380657423837336,1.2729904230924847,0.20386242266329635,Graduate
1,1,1,8,1,1,128.65026900483105,1,5,10,1,8,137.32311666179632,0,0,0,1,1,0,18,0,0,7,9,5,11.973375637263056,0,0,7,9,4,10.782747542824627,0,15.318183092128042,3.1833190073523134,-0.9844719878692905,Enrolled
1,7,3,2,1,2,126.86983531304534,1,30,23,4,6,122.07635801433987,1,0,0,0,1,0,18,0,0,6,6,1,10.605094995229793,0,0,6,8,1,10.704836083827853,0,8.057125134758884,1.0802159234627275,-2.1946377303756885,Dropout
1,2,1,13,1,2,127.92834730388302,1,2,9,9,1,115.66666383132774,0,0,0,1,1,0,20,0,0,7,8,5,13.96998948374554,0,0,7,8,4,13.704710015034898,0,12.84123910171078,2.43795618395726,-1.5706012962499942,Graduate
2,18,1,6,1,2,132.50404034846213,1,21,3,6,3,122.01290715910604,1,0,0,1,1,0,23,0,0,7,7,4,13.976676813402445,0,0,7,8,4,12.960817107903027,0,8.672174514446535,1.9045758194654856,-2.2542260782105084,Graduate
1,18,1,6,1,2,112.78121465142418,1,26,24,8,2,108.38642870629715,0,0,0,1,1,0,27,0,0,5,5,2,11.295484322155334,0,0,5,6,5,10.945463938603728,0,8.27483006099887,1.9975566953356745,-1.9792177705385372,Dropout
1,1,1,9,1,1,128.7853255847485,1,17,34,2,1,121.3805979419033,1,0,0,1,0,0,23,0,0,5,7,2,10.67099038408754,0,0,5,7,0,0.0,0,11.455183454144283,1.9545388880881305,-3.297941970732097,Dropout
1,17,1,16,1,1,102.97084604785404,1,32,31,2,1,110.40137929919976,0,0,0,1,1,0,26,0,0,6,7,0,0.0,0,0,6,7,1,8.045810518281769,0,8.439338842699168,3.3798404695157127,-0.8015295945707148,Dropout
